,CompleteInfo?,UUID,Multipack?,Order,AlphaTitle,IMDBLink,DisplayTitle,Year,Rating,RunTime,Director,Starring,Genres,Tags,Formats,Synopsis,ImageLink,Ra Too?
Amanda,,tt0369610,,,Jurassic World 1,https://www.imdb.com/title/tt0369610,Jurassic World,2015,PG-13,2:04,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard","Action, Adventure, Sci-Fi", ,D,"A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, the Indominus Rex, which escapes containment and goes on a killing spree.", ,
Amanda,,tt4881806,,,Jurassic World 2,https://www.imdb.com/title/tt4881806,Jurassic World: Fallen Kingdom,2018,PG-13,2:08,J.A. Bayona,"Chris Pratt, Bryce Dallas Howard","Action, Adventure, Sci-Fi", ,,"When the island's dormant volcano begins roaring to life, Owen and Claire mount a campaign to rescue the remaining dinosaurs from this extinction-level event.", ,
Amanda,,,,,Kill Your Darlings,https://www.imdb.com/title/,Kill Your Darlings,Alexander Skarsgard,,,,,, ,,, ,
Amanda,,,,,Killer Elite,https://www.imdb.com/title/,Killer Elite,,,,,,, ,,, ,
Amanda,,tt0349683,,,King Arthur,https://www.imdb.com/title/tt0349683,King Arthur,2004,PG-13,2:06,Antoine Fuqua,"Clive Owen, Stephen Dillane","Action, Adventure, Drama", ,D,A demystified take on the tale of King Arthur and the Knights of the Round Table., ,
Amanda,,,,,King Kong,https://www.imdb.com/title/,King Kong,1933,,,,,, ,,, ,
Amanda,,tt0360717,,,King Kong,https://www.imdb.com/title/tt0360717,King Kong,2005,PG-13,3:07,Peter Jackson,"Naomi Watts, Jack Black, Adrien Brody","Action, Adventure, Drama", ,D,"A greedy film producer assembles a team of moviemakers and sets out for the infamous Skull Island, where they find more than just cannibalistic natives.", ,
Amanda,,,,,King Kong v Godzilla,https://www.imdb.com/title/,King Kong v Godzilla,James Yagi,,,,,, ,,, ,
Amanda,,,,,King Kong: Skull Island,https://www.imdb.com/title/,King Kong: Skull Island,,,,,,, ,B,, ,
Amanda,,,,,King's Speech,https://www.imdb.com/title/,King's Speech,,,,,,, ,,, ,
Amanda,,tt0183790,,,Knight's Tale,https://www.imdb.com/title/tt0183790,A Knight's Tale,2001,PG-13,2:12,,"Heath Ledger, Mark Addy, Paul Bettany, Rufus Sewell","Action, Adventure, Romance", ,D,"After his master dies, a peasant squire, fueled by his desire for food and glory, creates a new identity for himself as a knight.", ,
Amanda,,,,,Krippendorf's Tribe,https://www.imdb.com/title/,Krippendorf's Tribe,,,,,,, ,,, ,
Amanda,,,,,Kull,https://www.imdb.com/title/,Kull,,,,,,, ,,, ,
Amanda,,,,,Kung Fu Panda,https://www.imdb.com/title/,Kung Fu Panda,,,,,,, ,,, ,
Amanda,,,,,Land of the Dead,https://www.imdb.com/title/,Land of the Dead,Romeros,,,,,, ,,, ,
Amanda,Y,tt0146316,,,Lara Croft Tomb Raider,https://www.imdb.com/title/tt0146316,Lara Croft: Tomb Raider,2001,PG-13,1:40,Simon West,"Angelina Jolie, Jon Voight, Iain Glen, Noah Taylor, daniel Craig","Action, Adventure, Fantasy, Thriller", ,,Video game adventurer Lara Croft comes to life in a movie where she races against time and villains to recover powerful ancient artifacts., ,
Amanda,,,,,Last Samurai,https://www.imdb.com/title/,Last Samurai,,,,,,, ,,, ,
Amanda,,,,,Last Witch Hunter,https://www.imdb.com/title/,Last Witch Hunter,,,,,,, ,,, ,
Amanda,,,,,Lawrence of Arabia,https://www.imdb.com/title/,Lawrence of Arabia,Original,,,,,, ,,, ,
Amanda,,,,,Laws of Attraction,https://www.imdb.com/title/,Laws of Attraction,,,,,,, ,,, ,
Amanda,,,,,League of Extraordinary Gentleman,https://www.imdb.com/title/,League of Extraordinary Gentleman,,,,,,, ,,, ,
Amanda,,,,,League of Their Own,https://www.imdb.com/title/,League of Their Own,,,,,,, ,,, ,
Amanda,,tt0089469,,,Legend,https://www.imdb.com/title/tt0089469,Legend,1985,PG,1:34,Ridley Scott,"Tom Cruise, Mia Sara, Tim Curry","Adventure, Fantasy, Romance", ,D,A young man must stop the Lord of Darkness from destroying daylight and marrying the woman he loves., ,
Amanda,,tt0146984,,,Legend of Bagger Vance,https://www.imdb.com/title/tt0146984,Legend of Bagger Vance,2000,PG-13,2:06,Robert Redford,"Will Smith, Matt Damon, Charlize Theron","Drama, Fantasy, Sport", ,D,A down-and-out golfer attempts to recover his game and his life with help from a mystical caddy., ,
Amanda,,tt0918940,,,Legend of Tarzan,https://www.imdb.com/title/tt0918940,The Legend of Tarzan,2016,PG-13,1:50,David Yates,"Alexander Skarsgård, Christopher Waltz, Samuel L. Jackson, Margot Robbie","Action, Adventure, Drama", ,B,"Tarzan, having acclimated to life in London, is called back to his former home in the jungle to investigate the activities at a mining encampment.", ,
Amanda,,,,,Legion,https://www.imdb.com/title/,Legion,,,,,,, ,,, ,
Amanda,,tt1490017,,,Lego Movie,https://www.imdb.com/title/tt1490017,The Lego Movie,2014,PG,1:40,"Phil Lord, Christopher Miller","Chris Pratt, Will Ferrell, Elizabeth Banks","Animation, Action, Adventure", ,D,"An ordinary LEGO construction worker, thought to be the prophesied as ""special"", is recruited to join a quest to stop an evil tyrant from gluing the LEGO universe into eternal stasis.", ,
Amanda,Y,tt0412915,,,Librarians 1,https://www.imdb.com/title/tt0412915,Librarians: Quest for the Spear,2004,Not Rated,1:32,Peter Winther,"Noah Wyle, Sonya Walger, Bob Newhart","Action, Adventure, Comedy, Drama, Fantasy, Romance, Thriller",TV-Series,D,A bookworm becomes the librarian. Same night a magical spear gets stolen and he's off to get some real life experience around the globe on his quest for the spear - starting with being thrown off a plane over Amazonas by his cute helper., ,
Amanda,Y,tt0455596,,,Librarians 2,https://www.imdb.com/title/tt0455596,Librarians: Return to Solomon's Mines,2006,TV-PG,1:32,Jonathan Frakes,"Noah Wyle, Gabrielle Anwar, Bob Newhart","Action, Adventure, Comedy, Drama, Fantasy, Romance, Thriller",TV-Series,D,Librarian-turned-adventurer Flynn Carsen endeavors to find King Solomon's mines., ,
Amanda,Y,tt1146438,,,Librarians 3,https://www.imdb.com/title/tt1146438,Librarians: Curse of the Judas Chalice,2008,TV-PG,1:30,Jonathan Frakes,"Noah Wyle, Bruce Davison, Stana Katic","Action, Adventure, Comedy, Family, Fantasy, Romance, Sci-Fi, Thriller", ,,"Losing his girlfriend because he was at an auction dramatically getting the magical philosopher's stone instead of a date, he needs a vacation - New Orleans but finds himself busy saving Earth from the curse of the Judas chalice/vampires.", ,
Amanda,,,,,Life as We Know It,https://www.imdb.com/title/,Life as We Know It,,,,,,, ,,, ,
Amanda,,,,,Life or Something Like It,https://www.imdb.com/title/,Life or Something Like It,,,,,,, ,,, ,
Amanda,,,,,Lock Up,https://www.imdb.com/title/,Lock Up,,,,,,, ,,, ,
Amanda,,tt1482459,,,Lorax,https://www.imdb.com/title/tt1482459,The Lorax,2012,PG,1:26,"Chris Renaud, Kyle Balda","Zac Efron, Taylor Swift, Danny DeVito, Ed Helms","Animation, Adventure, Comedy", ,,"A 12-year-old boy searches for the one thing that will enable him to win the affection of the girl of his dreams. To find it he must discover the story of the Lorax, the grumpy yet charming creature who fights to protect his world.", ,
Amanda,,tt0120737,,,Lord of the Rings 1,https://www.imdb.com/title/tt0120737,Lord of the Rings: Fellowship of the Ring,2001,PG-13,2:58,Peter Jackson,"Elijah Wood, Ian McKellen, Orlando Bloom","Action, Adventure, Drama", ,D,A meek Hobbit from the Shire and eight companions set out on a journey to destroy the powerful One Ring and save Middle-earth from the Dark Lord Sauron., ,
Amanda,,tt0167261,,,Lord of the Rings 2,https://www.imdb.com/title/tt0167261,Lord of the Rings: Two Towers,2002,PG-13,2:59,Peter Jackson,"Elijah Wood, Ian McKellen, Viggo Mortensen","Action, Adventure, Drama", ,D,"While Frodo and Sam edge closer to Mordor with the help of the shifty Gollum, the divided fellowship makes a stand against Sauron's new ally, Saruman, and his hordes of Isengard.", ,
Amanda,,tt0167260,,,Lord of the Rings 3,https://www.imdb.com/title/tt0167260,Lord of the Rings: Return of the King,2003,PG-13,3:21,Peter Jackson,"Elijah Wood, Viggo Mortensen, Ian McKellen","Action, Adventure, Drama", ,D,Gandalf and Aragorn lead the World of Men against Sauron's army to draw his gaze from Frodo and Sam as they approach Mount Doom with the One Ring., ,
Amanda,,tt0399295,,,Lord of War,https://www.imdb.com/title/tt0399295,Lord of War,2005,R,2:02,Andrew Niccol,"Nicolas Cage, Ethan Hawke, Jared Leto","Crime, Drama", ,D,An arms dealer confronts the morality of his work as he is being chased by an INTERPOL Agent., ,
Amanda,,,,,Losers,https://www.imdb.com/title/,Losers,,,,,,, ,,, ,
Amanda,,tt2222042,,,Love and Monsters,https://www.imdb.com/title/tt2222042,Love and Monsters,2020,PG-13,1:49,Michael Matthews,"Dylan O'Brien, Jessica Henwick, Michael Rooker","Action, Adventure, Comedy", ,D,"Seven years after he survived the monster apocalypse, lovably hapless Joel leaves his cozy underground bunker behind on a quest to reunite with his ex.", ,
Amanda,,,,,Love Potion #9,https://www.imdb.com/title/,Love Potion #9,,,,,,, ,,, ,
Amanda,,,,,Lucky Number Slevin,https://www.imdb.com/title/,Lucky Number Slevin,,,,,,, ,,, ,
Amanda,,tt0079501,,,Mad Max 1,https://www.imdb.com/title/tt0079501,Mad Max,1979,R,1:28,George Miller,"Mel Gibson, Joanne Samuel","Action, Adventure, Sci-Fi", ,D,"In a self-destructing world, a vengeful Australian policeman sets out to stop a violent motorcycle gang.", ,
Amanda,,tt0082694,,,Mad Max 2,https://www.imdb.com/title/tt0082694,The Road Warrior,1981,R,1:36,George Miller,"Mel Gibson, Bruce Spence","Action, Adventure, Sci-Fi", ,D,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline-rich community escape a horde of bandits.", ,
Amanda,,tt0089530,,,Mad Max 3,https://www.imdb.com/title/tt0089530,Mad Max Beyond Thunderdome,1985,PG-13,1:47,"George Miller, George Ogilvie","Mel Gibson, Tina Turner","Action, Adventure, Sci-Fi", ,D,"After being exiled from the most advanced town in post apocalyptic Australia, a drifter travels with a group of abandoned children to rebel against the town's queen.", ,
Amanda,,,,,Mad Money,https://www.imdb.com/title/,Mad Money,,,,,,, ,,, ,
Amanda,,tt1915581,,,Magic Mike,https://www.imdb.com/title/tt1915581,Magic Mike,2012,R,1:50,Steven Soderbergh,"Channing Tatum, Alex Pettyfer, Olivia Munn","Comedy, Drama", ,D,"A male stripper teaches a younger performer how to party, pick up women, and make easy money.", ,
Amanda,,tt2268016,,,Magic Mike 2,https://www.imdb.com/title/tt2268016,Magic Mike XXL,2015,R,1:55,Gregory Jacobs,"Channing Tatum, Joe Manganiello, Matt Bomer","Comedy, Drama", ,D,"Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance.", ,
Amanda,,,,,Magnificient Seven,https://www.imdb.com/title/,Magnificient Seven,Chris Pratt,,,,,, ,,, ,
Amanda,,,,,Majestic,https://www.imdb.com/title/,Majestic,,,,,,, ,,, ,
Amanda,,tt1587310,,,Maleficent,https://www.imdb.com/title/tt1587310,Maleficent,2014,PG,1:37,Robert Stromberg,"Angelina Jolie, Elle Fanning","Adventure, Family, Fantasy", ,BD,"A vengeful fairy is driven to curse an infant princess, only to discover that the child may be the one person who can restore peace to their troubled land.", ,
Amanda,,tt0113749,,,Mallrats,https://www.imdb.com/title/tt0113749,Mallrats,1995,R,1:34,Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee","Comedy, Romance", ,D,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.", ,
Amanda,,tt0795421,,,Mamma Mia!,https://www.imdb.com/title/tt0795421,Mamma Mia!,2008,PG-13,1:48,Phyllida Lloyd,"Meryl Streep, Pierce Brosnan, Amanda Seyfried","Comedy, Musical, Romance", ,D,The story of a bride-to-be trying to find her real father told using hit songs by the popular 1970s group ABBA., ,
Amanda,,tt0120744,,,Man in the Iron Mask,https://www.imdb.com/title/tt0120744,Man in the Iron Mask,1998,PG-13,2:12,Randall Wallace,"Leonardo DiCaprio, Jeremy Irons, John Malkovich, Gérard Depardieu","Action, , ", ,D,The cruel King Louis XIV of France has a secret twin brother whom he keeps imprisoned. Can the twin be substituted for the real king?, ,
Amanda,,,,,March of the Penguins,https://www.imdb.com/title/,March of the Penguins,,,,,,, ,,, ,
Amanda,,tt0117002,,,Mary Reilley,https://www.imdb.com/title/tt0117002,Mary Reilley,1996,R,1:48,Stephen Frears,"Julia Roberts, John Malkovich, George Cole","Drama, Horror, Romance", ,D,"A housemaid falls in love with Dr. Henry Jekyll and his darkly mysterious counterpart, Mr. Edward Hyde.", ,
Amanda,,,,,Mask of Zorro,https://www.imdb.com/title/,Mask of Zorro,,,,,,, ,,, ,
Amanda,,tt0110478,,,Maverick,https://www.imdb.com/title/tt0110478,Maverick,1994,PG,2:07,Richard Donner,"Mel Gibson, Jodie Foster, James Garner, Graham Greene","Action, Adventure, Comedy", ,D,"Bret Maverick, needing money for a poker tournament, faces various comic mishaps and challenges, including a charming woman thief.", ,
Amanda,,,,,"Me, You, and Everyone We Know",https://www.imdb.com/title/,"Me, You, and Everyone We Know",,,,,,, ,,, ,
Amanda,,tt0377092,,,Mean Girls,https://www.imdb.com/title/tt0377092,Mean Girls,2004,PG-13,1:37,Mark Waters,"Lindsay Lohan, Jonathan Bennett, Rachel McAdams",Comedy, ,D,"Cady Heron is a hit with The Plastics, the A-list girl clique at her new school, until she makes the mistake of falling for Aaron Samuels, the ex-boyfriend of alpha Plastic Regina George.", ,
Amanda,,,,,Meg,https://www.imdb.com/title/,Meg,,,,,,, ,,, ,
Amanda,,tt0119654,,,Men in Black 1,https://www.imdb.com/title/tt0119654,Men in Black,1997,PG-13,1:38,Barry Sonnenfeld,"Tommy Lee Jones, WIll Smith, Linda Fiorentino","Action, Adventure, Comedy", ,D,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth., ,
Amanda,,tt0120912,,,Men in Black 2,https://www.imdb.com/title/tt0120912,Men in Black 2: Back in Black,2002,PG-13,1:28,Barry Sonnenfeld,"Tommy Lee Jones, Will Smith, Rip Torn","Action, Adventure, Comedy", ,D,Agent Jay is sent to find Agent Kay and restore his memory after the re-appearance of a case from Kay's past., ,
Amanda,,,,,Midsommer Nights Dream,https://www.imdb.com/title/,Midsommer Nights Dream,,,,,Stanley Tucci,, ,,, ,
Amanda,,,,,Mighty Morphin Power Rangers,https://www.imdb.com/title/,Mighty Morphin Power Rangers,,,,,Amy Jo Johnson,, ,,, ,
Amanda,,tt0212346,,,Miss Congeniality,https://www.imdb.com/title/tt0212346,Miss Congeniality,2000,PG-13,1:49,,"Sandra Bullock, Michael Caine, Benjamin Bratt","Action, Comedy, Crime", ,D,An F.B.I. Agent must go undercover in the Miss United States beauty pageant to prevent a group from bombing the event., ,
Amanda,,tt0385307,,,Miss Congeniality 2,https://www.imdb.com/title/tt0385307,Miss Congeniality 2: Armed and Fabulous,2005,PG-13,1:55,,"Sandra Bullock, Regina King, William Shatner","Action, Comedy, Crime", ,D,"Gracie Hart abandons the life of a field agent to become the public face of FBI. Yet when Cheryl Frasier and Stan Fields are kidnapped, she is determined to rescue them, along with her reluctant partner.", ,
Amanda,,tt0117060,,,Mission Impossible I,https://www.imdb.com/title/tt0117060,Mission Impossible,1996,PG-13,1:50,Brian De Palma,"Tom Cruise, Jon Voight","Action, Adventure, Thriller", ,D,"An American agent, under false suspicion of disloyalty, must discover and expose the real spy without the help of his organization.", ,
Amanda,,tt0120755,,,Mission Impossible II,https://www.imdb.com/title/tt0120755,Mission Impossible II,2000,PG-13,2:03,John Woo,"Tom Cruise, Dougray Scott","Action, Adventure, Thriller", ,D,"IMF agent Ethan Hunt is sent to Sydney to find and destroy a genetically modified disease called ""Chimera"".", ,
Amanda,,tt0317919,,,Mission Impossible III,https://www.imdb.com/title/tt0317919,Mission Impossible III,2006,PG-13,2:06,J.J. Abrams,"Tom Cruise, Michelle Monaghan","Action, Adventure, Thriller", ,D,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response., ,
Amanda,,,,,Mom and Dad,https://www.imdb.com/title/,Mom and Dad,,,,,Nick Cage,, ,,, ,
Amanda,,,,,Mom and Dad Save the World,https://www.imdb.com/title/,Mom and Dad Save the World,,,,,,, ,,, ,
Amanda,,tt2177771,,,Monuments Men,https://www.imdb.com/title/tt2177771,The Monuments Men,2014,PG-13,1:58,George Clooney,"George Clooney, Matt Damon","Comedy, Drama, History", ,D,An unlikely World War II platoon is tasked to rescue art masterpieces from German thieves and return them to their owners., ,
Amanda,,,,,Mr Magorium's Wonder Imporium,https://www.imdb.com/title/,Mr Magorium's Wonder Imporium,,,,,,, ,,, ,
Amanda,,tt0356910,,,Mr. & Mrs. Smith,https://www.imdb.com/title/tt0356910,Mr. & Mrs. Smith,2005,PG-13,2:00,Doug Liman,"Brad Pitt, Angelina Jolie, Adam Brody","Action, Comedy, Crime", ,D,A bored married couple is surprised to learn that they are both assassins hired by competing agencies to kill each other., ,
Amanda,,tt2094064,,,Much Ado About Nothing,https://www.imdb.com/title/tt2094064,Much Ado About Nothing,2012,PG-13,1:49,Joss Whedon,"Alexis Denisof, Amy Acker, Fran Kranz","Comedy, Drama, Romance",Shakespeare,D,A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words., ,
Amanda,,tt0120616,,,Mummy,https://www.imdb.com/title/tt0120616,The Mummy,1995,PG-13,2:04,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah","Action, Adventure, Fantasy", ,D,"At an archaeological dig in the ancient city of Hamunaptra, an American serving in the French Foreign Legion accidentally awakens a mummy who begins to wreak havoc as he searches for the reincarnation of his long-lost love.", ,
Amanda,,,,,Mummy 3,https://www.imdb.com/title/,Mummy 3,,,,,,, ,,, ,
Amanda,,tt0209163,,,Mummy Returns,https://www.imdb.com/title/tt0209163,The Mummy Returns,2001,PG-13,2:10,Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah","Action, Adventure, Fantasy", ,D,"The mummified body of Imhotep is shipped to a museum in London, where he once again wakes and begins his campaign of rage and terror.", ,
Amanda,,,,,Music and Lyrics,https://www.imdb.com/title/,Music and Lyrics,,,,,,, ,,, ,
Amanda,,,,,My Stepmother is an Alien,https://www.imdb.com/title/,My Stepmother is an Alien,,,,,,, ,,, ,
Amanda,,,,,My Super Ex-Girlfriend,https://www.imdb.com/title/,My Super Ex-Girlfriend,,,,,,, ,,, ,
Amanda,,,,,Nanny Diaries,https://www.imdb.com/title/,Nanny Diaries,,,,,,, ,,, ,
Amanda,,tt0363771,,,Narnia,https://www.imdb.com/title/tt0363771,"Chronicles of Narnia: Lion, the Witch, and the Wardrobe",2005,PG,2:23,Andrew Adamson,"Tilda Swinton, Georgie Henley, William Moseley","Adventure, Family, Fantasy", ,D,Four kids travel through a wardrobe to the land of Narnia and learn of their destiny to free it with the guidance of a mystical lion., ,
Amanda,,,,,National Treasure 1,https://www.imdb.com/title/,National Treasure 1,,,,,,, ,,, ,
Amanda,,,,,National Treasure 2,https://www.imdb.com/title/,National Treasure 2,,,,,,, ,,, ,
Amanda,,tt0241760,,,New Guy,https://www.imdb.com/title/tt0241760,The New Guy,2002,PG-13,1:28,,"DJ Qualls, Lyle Lovett, Eliza Dushku",Comedy, ,D,A high school senior branded uncool in the ninth grade gets himself expelled so he changes his image to cool kid at the town's other high school., ,
Amanda,,tt1095174,,,New in Town,https://www.imdb.com/title/tt1095174,New in Town,2009,PG,1:37,,"Renée Zellweger, Harry Connick Jr., Siobhan Fallon Hogan","Comedy, Romance", ,D,"A Miami, Florida businesswoman adjusts to her new life in a small Minnesota town.", ,
Amanda,,,,,"New York, New York",https://www.imdb.com/title/,"New York, New York",,,,,,, ,,, ,
Amanda,,,,,Newsies,https://www.imdb.com/title/,Newsies,,,,,,, ,,, ,
Amanda,,tt2692250,,,Night at Museum 3,https://www.imdb.com/title/tt2692250,Night at the Museum: Secret of the Tomb,2014,PG,1:38,Shawn Levy,"Ben Stiller, Robin Williams, Owen Wilson","Adventure, Comedy, Family", ,D,"Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it's gone forever.", ,
Amanda,,tt0142688,,,Ninth Gate,https://www.imdb.com/title/tt0142688,The Ninth Gate,1999,R,2:13,,"Johnny Depp, Frank Langella, Lena Olin","Mystery, Thriller", ,D,"A rare book dealer, while seeking out the last two copies of a demon text, gets drawn into a conspiracy with supernatural overtones.", ,
Amanda,,,,,North to Alaska,https://www.imdb.com/title/,North to Alaska,,,,,,, ,,, ,
Amanda,,tt1670345,,,Now You See Me,https://www.imdb.com/title/tt1670345,Now You See Me,2013,PG-13,1:55,Louis Leterrier,"Jesse Eisenberg, Common, Mark Ruffalo","Crime, Mystery, Thriller", ,D,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money.", ,
Amanda,,,,,Number 23,https://www.imdb.com/title/,Number 23,,,,,,, ,,, ,
Amanda,,tt0240772,,,Ocean's 11,https://www.imdb.com/title/tt0240772,Ocean's Eleven,2001,PG-13,1:56,Steven Soderbergh,"George Clooney, Brad Pitt, Julia Roberts","Crime, Thriller", ,D,Danny Ocean and his ten accomplices plan to rob three Las Vegas casinos simultaneously., ,
Amanda,,tt0349903,,,Ocean's 12,https://www.imdb.com/title/tt0349903,Ocean's Twelve,2004,PG-13,2:05,Steven Soderbergh,"George Clooney, Brad Pitt, Julia Roberts","Crime, Thriller", ,D,Daniel Ocean recruits one more team member so he can pull off three major European heists in this sequel to Ocean's Eleven., ,
Amanda,,tt0496806,,,Ocean's 13,https://www.imdb.com/title/tt0496806,Ocean's Thirteen,2007,PG-13,2:02,Steven Soderbergh,"George Clooney, Brad Pitt, Matt Damon","Crime, Thriller", ,D,"Danny Ocean rounds up the boys for a third heist after casino owner Willy Bank double-crosses one of the original eleven, Reuben Tishkoff.", ,
Amanda,,tt5164214,,,Ocean's 8,https://www.imdb.com/title/tt5164214,Ocean's 8,2018,PG-13,1:50,Gary Ross,"Sandra Bullock, Cate Blanchett, Anne Hathaway","Action, Comedy, Crime", ,D,Debbie Ocean gathers an all-female crew to attempt an impossible heist at New York City's annual Met Gala., ,
Amanda,,,,,Olympus Has Fallen,https://www.imdb.com/title/,Olympus Has Fallen,,,,,,, ,,, ,
Amanda,,,,,One Night with the King,https://www.imdb.com/title/,One Night with the King,,,,,,, ,,, ,
Amanda,,tt0218922,,,Original Sin,https://www.imdb.com/title/tt0218922,Original Sin,2001,R,1:56,,"Antonio Banderas, Angelina Jolie, Thomas Jane","Drama, Mystery, Romance", ,,"A woman, along with her lover, plans to con a rich man by marrying him, earning his trust, and then running away with all his money. Everything goes as planned until she falls in love with him.", ,
Amanda,,,,,Over the Hedge,https://www.imdb.com/title/,Over the Hedge,,,,,,, ,,, ,
Amanda,,,,,Overboard ,https://www.imdb.com/title/,Overboard ,,,,,Goldie Hahn,, ,,, ,
Amanda,,tt1663662,,,Pacific Rim,https://www.imdb.com/title/tt1663662,Pacific Rim,2013,PG-13,2:11,Guillermo del Toro,"Idris Elba, Charlie Hunnam","Action, Adventure, Sci-Fi", ,BD,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse.", ,
Amanda,,,,,Pacific Rim 2,https://www.imdb.com/title/,Pacific Rim 2,,,,,,, ,,, ,
Amanda,,tt0110763,,,Pagemaster,https://www.imdb.com/title/tt0110763,The Pagemaster,1994,G,1:20,"Pixote Hunt, Joe Johnston","Macaulay Culkin, Christopher Lloyd, Kanin Howell","Animation, Adventure, Comedy", ,D,"A cowardly boy, who buries himself in accident statistics, enters a library to escape a storm, only to be transformed into an animated illustration by the Pagemaster. He has to work through obstacles from classic books to return to real-life.", ,
Amanda,,tt1980209,,,Pain & Gain,https://www.imdb.com/title/tt1980209,Pain & Gain,2013,R,2:09,Michael Bay,"Mark Wahlberg, Dwayne Johnson, Anthony Mackie","Action, Comedy, Crime", ,D,A trio of bodybuilders in Florida get caught up in an extortion ring and a kidnapping scheme that goes terribly wrong., ,
Amanda,,,,,Patriot,https://www.imdb.com/title/,Patriot,,,,,,, ,,, ,
Amanda,,tt1092026,,,Paul,https://www.imdb.com/title/tt1092026,Paul,2011,Unrated,1:44,Greg Mottola,"Simon Pegg, Nick Frost, Seth Rogan","Adventure, Comedy, Sci-Fi", ,D,Two English comic book geeks traveling across the U.S. encounter an alien outside Area 51., ,
Amanda,,,,,Perfect Score,https://www.imdb.com/title/,Perfect Score,,,,,,, ,,, ,
Amanda,,,,,Peter Pan,https://www.imdb.com/title/,Peter Pan,,,,,Jason Issacs,, ,,, ,
Amanda,,,,,Phantom of the Opera,https://www.imdb.com/title/,Phantom of the Opera,,,,,Gerald Butler,, ,,, ,
Amanda,,tt0325980,,,Pirates of Caribbean 1,https://www.imdb.com/title/tt0325980,Pirates of the Caribbean: Curse of the Black Pearl,2003,PG-13,2:23,Gore Verbinski,"Johnny Depp, Geoffrey Rush, Orlando Bloom","Action, Adventure, Fantasy", ,D,"Blacksmith Will Turner teams up with eccentric pirate ""Captain"" Jack Sparrow to save his love, the governor's daughter, from Jack's former pirate allies, who are now undead.", ,
Amanda,,tt0383574,,,Pirates of Caribbean 2,https://www.imdb.com/title/tt0383574,Pirates of the Caribbean: Dead Man's Chest,2006,PG-13,2:31,Gore Verbinski,"Johnny Depp, Orlando Bloom, Kiera Knightley","Action, Adventure, Fantasy", ,D,"Jack Sparrow races to recover the heart of Davy Jones to avoid enslaving his soul to Jones' service, as other friends and foes seek the heart for their own agenda as well.", ,
Amanda,,,,,Planet of the Apes,https://www.imdb.com/title/,Planet of the Apes,,,,,Marky Mark,, ,,, ,
Amanda,,,,,Pleasantville,https://www.imdb.com/title/,Pleasantville,,,,,,, ,,, ,
Amanda,,tt0273982,,,Poolhall Junkies,https://www.imdb.com/title/tt0273982,Poolhall Junkies,2002,R,1:39,,"Mars Callahan, Chazz Palminteri, Michael Rosenbaum","Comedy, Drama, Sport", ,D,"A talented pool hustler who has stayed out of the game for years, must go back to his old ways when his little brother gets involved with his enemy, the very man who held him back from greatness.", ,
Amanda,,,,,Poseidon,https://www.imdb.com/title/,Poseidon,,,,,Kurt Russel,, ,,, ,
Amanda,,,,,Prarie Home Companion,https://www.imdb.com/title/,Prarie Home Companion,,,,,,, ,,, ,
Amanda,Y,tt0093773,,,Predator 1,https://www.imdb.com/title/tt0093773,Predator,1987,R,1:47,John McTiernan,"Arnold Scwarzenegger, Carl Weathers, Kevin Peter Hall, Elpidia Carrillo","Action, Adventure, Horror, Sci-Fi", ,,A team of commandos on a mission in a Central American jungle find themselves hunted by an extraterrestrial warrior., ,
Amanda,Y,tt0100403,,,Predator 2,https://www.imdb.com/title/tt0100403,Predator 2,1990,R,1:48,Stephen Hopkins,"Danny Glover, Gary Busey, Kevin Peter Hall, Bill Paxton","Action, Horror, Sci-Fi", ,,"The Predator returns to Earth, this time to stake a claim on the war-torn streets of a dystopian Los Angeles.", ,
Amanda,Y,tt1424381,,,Predator 3,https://www.imdb.com/title/tt1424381,Predators,2010,R,1:47,Nimród Antal,"Adrien Brody, Laurence Fishburne, Topher Grace, Alice Braga, Danny Trejo","Action, Adventure, Fantasy, Sci-Fi, Thriller", ,,A group of elite warriors parachute into an unfamiliar jungle and are hunted by members of a merciless alien race., ,
